Occupation Code,Description,Category,,c
839916,Glass Mould Cleaner,Specialisation,,
839916,Glass Processing Worker,Principal Title,,
711113,Glass Production Machine Operator,Principal Title,,
711113,Glass Toughening Operator,Specialisation,,
431911,Glassie,Alternative Title,,
711113,Glassware Maker,Specialisation,,
839313,Glassware Verifier,Specialisation,,
333111,Glazier,Principal Title,,
231113,Gliding Pilot Instructor,Specialisation,,
121315,Goat Farmer,Principal Title,,
842399,Goat Herder,Occupation in nec category,,
399411,Goldsmith,Specialisation,,
149113,Golf Course Manager,Specialisation,,
362312,Golf Course Superintendent,Specialisation,,
452412,Golfer,Principal Title,,
111312,Government Minister,Specialisation,,
721215,Grader Operator,Principal Title,,
811699,Graffiti Cleaner,Occupation in nec category,,
222111,Grain Buyer,Specialisation,,
712912,Grain Handler,Specialisation,,
831116,Grain Mill Worker,Principal Title,,
399999,Grain Protection Officer,Occupation in nec category,,
839312,Grain Quality Technician,Specialisation,,
733111,Grain Truck Driver,Specialisation,,
842214,"Grain, Oilseed, Pulse and Pasture Farm Worker (Aus) / Field Farm Worker (NZ)",Principal Title,,
121512,"Grain, Oilseed, Pulse or Pasture Farm Manager",Alternative Title,,
121512,"Grain, Oilseed, Pulse or Pasture Grower / Field Crop Grower",Principal Title,,
232411,Graphic Artist,Alternative Title,,
232411,Graphic Designer,Principal Title,,
392211,Graphic Pre-press Trades Worker,Principal Title,,
821113,Grave Digger,Specialisation,,
392311,Gravure Printing Machinist,Specialisation,,
362313,Greenkeeper,Alternative Title,,
272199,Grief Counsellor,Occupation in nec category,,
899999,Grip,Occupation in nec category,,
732111,Grocery Deliverer,Specialisation,,
733112,Ground Crewman Aircraft Support (Army),Specialisation,,
441111,Ground Crewman Mission Support (Army),Specialisation,,
139111,Ground Defence Officer (Air Force) (Aus),Specialisation,,
321211,Ground Support Equipment Fitter (Air Force),Specialisation,,
362313,Grounds Curator,Specialisation,,
362313,Groundsperson (Sportsground),Alternative Title,,
111212,Group Captain (Air Force),Specialisation,,
121111,Grow-Out Manager (Aquaculture),Specialisation,,
141999,Guest House Manager,Occupation in nec category,,
211213,Guitarist,Specialisation,,
441111,Gun Number (Army),Specialisation,,
323312,Gunsmith,Principal Title,,
452111,Gym Instructor,Specialisation,,
452312,Gymnastics Coach or Instructor,Principal Title,,
253913,Gynaecological Oncologist,Specialisation,,
451812,Hair or Beauty Salon Assistant,Principal Title,,
142114,Hair or Beauty Salon Manager,Principal Title,,
391111,Hairdresser,Principal Title,,
322111,Hammer Smith,Specialisation,,
839917,Hand Flesher,Specialisation,,
452318,Handicapper (Racing),Specialisation,,
899311,Handyperson,Principal Title,,
452215,Hang-gliding Instructor,Specialisation,,
532112,Hansard Reporter,Specialisation,,
139999,Harbour Master,Occupation in nec category,,
839413,Hardboard Factory Worker,Specialisation,,
621111,Hardware Sales Assistant,Specialisation,,
313111,Hardware Technician,Principal Title,,
452499,Harness Racing Driver,Occupation in nec category,,
133511,Harvest Manager (Forestry),Specialisation,,
721111,Harvester Operator,Specialisation,,
121111,Hatchery Manager (Aquaculture),Specialisation,,
121321,Hatchery Manager (Poultry),Specialisation,,
311114,Hatchery Technician (Aquaculture),Specialisation,,
253515,Head and Neck Surgeon,Alternative Title,,
362312,Head Curator (Sportsground),Specialisation,,
431411,Head Housekeeper,Specialisation,,
431411,Head Porter (Hotel),Specialisation,,
134411,Head Teacher (TAFE),Specialisation,,
134311,Headmaster/mistress,Alternative Title,,
134299,Health and Welfare Services Managers nec,Principal Title,,
423313,Health Care Assistant,Specialisation,,
224213,Health Data Administrator,Specialisation,,
251999,Health Diagnostic and Promotion Professionals nec,Principal Title,,
224311,Health Economist,Specialisation,,
251911,Health Educator,Alternative Title,,
224213,Health Information Manager,Principal Title,,
552312,Health Insurance Assessor,Specialisation,,
512211,Health Practice Manager,Principal Title,,
251911,Health Promotion Officer,Principal Title,,
272311,Health Psychologist,Specialisation,,
312511,Heating and Ventilating Technical Officer,Specialisation,,
233512,Heating and Ventilation Engineer,Specialisation,,
231114,Helicopter Pilot,Principal Title,,
231113,Helicopter Pilot Instructor,Specialisation,,
451513,Herbalist (Western),Principal Title,,
272499,Heritage Consultant,Occupation in nec category,,
399999,Hide and Skin Classer,Occupation in nec category,,
711712,Hide and Skin Fleshing Machine Operator,Specialisation,,
711712,Hide and Skin Processing Machine Operator,Principal Title,,
839917,Hide and Skin Processing Worker,Principal Title,,
271211,High Court Justice,Specialisation,,
811699,High Pressure Cleaner,Occupation in nec category,,
731111,Hire Car Driver,Specialisation,,
272411,Historian,Principal Title,,
451511,Holistic Pulser,Specialisation,,
821412,Home Improvement Installer,Principal Title,,
342313,Home Theatre Technician,Specialisation,,
249111,Home-School Liaison Officer,Specialisation,,
252212,Homoeopath,Principal Title,,
842299,Hop Farm Worker,Occupation in nec category,,
121699,Hop Farmer,Occupation in nec category,,
842318,Horse and Stud Worker,Specialisation,,
361112,Horse Breaker,Specialisation,,
121316,Horse Breeder,Principal Title,,
842314,Horse Hoof Carer,Specialisation,,
451899,Horse Racing Analyst,Occupation in nec category,,
452313,Horse Riding Coach or Instructor,Principal Title,,
121316,Horse Stud Manager,Alternative Title,,
361112,Horse Trainer,Principal Title,,
452299,Horse Trekking Guide,Occupation in nec category,,
363114,Horticultural Chemical Spray Operator,Specialisation,,
121699,Horticultural Crop Growers nec,Principal Title,,
363114,Horticultural Fertigation Manager,Specialisation,,
363114,Horticultural Harvest Supervisor,Specialisation,,
363114,Horticultural Irrigation Manager,Specialisation,,
363114,Horticultural Machine Supervisor,Specialisation,,
843311,Horticultural Nursery Assistant,Principal Title,,
363114,Horticultural Packing Facility Supervisor,Specialisation,,
363114,Horticultural Production Supervisor,Specialisation,,
363114,Horticultural Supervisor or Specialist,Principal Title,,
363114,Horticulture Section Manager,Specialisation,,
111211,Hospital Administrator,Specialisation,,
423311,Hospital Orderly,Principal Title,,
251511,Hospital Pharmacist,Principal Title,,
234611,Hospital Scientist,Alternative Title,,
542112,Hospital Ward Clerk,Alternative Title,,
431999,Hospitality Workers nec,Principal Title,,
149999,"Hospitality, Retail and Service Managers nec",Principal Title,,
141999,Hostel Manager,Occupation in nec category,,
423412,Hostel Parent,Principal Title,,
431411,Hotel Concierge,Specialisation,,
431411,Hotel Office Manager,Specialisation,,
141311,Hotel or Motel Manager,Principal Title,,
542113,Hotel or Motel Receptionist,Principal Title,,
431411,Hotel Service Manager,Principal Title,,
431411,Hotel Service Supervisor,Alternative Title,,
899311,Hotel Yardperson,Specialisation,,
141311,Hotelier,Alternative Title,,
332211,House Painter,Specialisation,,
423412,House Parent,Alternative Title,,
411711,Housing Officer,Specialisation,,
223111,Human Resource Adviser,Principal Title,,
599411,Human Resource Clerk,Principal Title,,
223111,Human Resource Consultant,Alternative Title,,
132311,Human Resource Manager,Principal Title,,
599411,Human Resource Records Clerk,Alternative Title,,
843911,Hunter,Alternative Title,,
843911,Hunter-Trapper,Principal Title,,
452213,Hunting Guide,Principal Title,,
312512,Hydraulic Controls Technician,Specialisation,,
721214,Hydraulic Rockbreaker Operator,Specialisation,,
233211,Hydraulics Engineer,Specialisation,,
234413,Hydrogeologist,Principal Title,,
311415,Hydrographer,Principal Title,,
232212,Hydrographic Surveyor,Specialisation,,
399911,Hyperbaric Welder Diver,Specialisation,,
252299,Hypnotherapist,Occupation in nec category,,
831199,Ice-cream Maker,Occupation in nec category,,
621711,Ice-cream Van Vendor,Specialisation,,
225211,ICT Account Manager,Principal Title,,
261111,ICT Business Analyst,Principal Title,,
225212,ICT Business Development Manager,Principal Title,,
313112,ICT Customer Support Officer,Principal Title,,
261312,ICT Developer,Alternative Title,,
135112,ICT Development Manager,Specialisation,,
313112,ICT Help Desk Officer,Alternative Title,,
313112,ICT Help Desk Technician,Alternative Title,,
135199,ICT Managers nec,Principal Title,,
261312,ICT Programmer,Alternative Title,,
135112,ICT Project Manager,Principal Title,,
263211,ICT Quality Assurance Engineer,Principal Title,,
621211,ICT Sales Assistant,Principal Title,,
225213,ICT Sales Representative,Principal Title,,
262115,ICT Security Adviser,Alternative Title,,
262116,ICT Security Analyst,Alternative Title,,
262117,ICT Security Architect,Alternative Title,,
262115,ICT Security Consultant,Alternative Title,,
261315,ICT Security Engineer,Alternative Title,,
135112,ICT Security Project Manager,Specialisation,,
263299,ICT Support and Test Engineers nec,Principal Title,,
263212,ICT Support Engineer,Principal Title,,
313199,ICT Support Technicians nec,Principal Title,,
263213,ICT Systems Test Engineer,Principal Title,,
223311,ICT Trainer,Specialisation,,
261317,ICT Vulnerability Tester,Alternative Title,,
232412,Illustrator,Principal Title,,
272211,Imam,Specialisation,,
599512,Immigration Officer,Principal Title,,
254499,Immunisation Nurse,Occupation in nec category,,
253915,Immunologist,Specialisation,,
133311,Importer or Exporter,Principal Title,,
591212,Import-Export Clerk,Principal Title,,
843999,Indoor Plant Technician,Occupation in nec category,,
149113,Indoor Sports Centre Manager,Specialisation,,
234211,Industrial Chemist,Specialisation,,
271212,Industrial Court Magistrate,Specialisation,,
232312,Industrial Designer,Principal Title,,
233511,Industrial Engineer,Principal Title,,
233914,Industrial Engineering Technologist,Specialisation,,
399211,Industrial Gas Production Operator,Specialisation,,
621912,Industrial Hire Sales Assistant,Specialisation,,
342315,Industrial Measurement and Control Technician,Alternative Title,,
441211,Industrial Paramedic,Specialisation,,
251512,Industrial Pharmacist,Principal Title,,
272313,Industrial Psychologist,Alternative Title,,
271213,Industrial Relations Commissioner,Specialisation,,
223113,Industrial Relations Officer,Specialisation,,
711211,Industrial Spraypainter,Principal Title,,
224712,Industry Analyst,Specialisation,,
139111,Infantry Officer (Army),Specialisation,,
253399,Infectious Diseases Physician,Occupation in nec category,,
224999,Information and Organisation Professionals nec,Principal Title,,
224999,Information Management Co-ordinator,Occupation in nec category,,
541211,Information Officer,Principal Title,,
262116,Information Security Analyst,Alternative Title,,
261315,Information Security Engineer,Alternative Title,,
711514,Injection Moulding Machine Operator (Plastics),Specialisation,,
221111,Insolvency Consultant,Specialisation,,
221111,Insolvency Practitioner,Specialisation,,
139112,Inspector (Fire Services),Specialisation,,
599599,Inspectors and Regulatory Officers nec,Principal Title,,
392312,Instant Printer Operator,Alternative Title,,
232413,Instructional Designer,Specialisation,,
342314,Instrument and Control Service Person,Alternative Title,,
211213,Instrumentalist,Alternative Title,,
711511,Insulation Extruder Operator,Specialisation,,
611211,Insurance Agent,Principal Title,,
222113,Insurance Broker,Principal Title,,
552312,Insurance Clerk,Alternative Title,,
552312,Insurance Consultant,Principal Title,,
599611,Insurance Investigator,Principal Title,,
599612,Insurance Loss Adjuster,Principal Title,,
599612,Insurance Loss Assessor,Alternative Title,,
599613,Insurance Risk Surveyor,Principal Title,,
611211,Insurance Underwriter,Specialisation,,
233511,Integrated Logistics Support Engineer,Specialisation,,
422112,Integration Aide,Principal Title,,
271214,Intellectual Property Lawyer,Principal Title,,
224411,Intelligence Officer,Principal Title,,
411112,Intensive Care Ambulance Paramedic (Aus) / Ambulance Paramedic (NZ),Principal Title,,
253211,Intensive Care Anaesthetist,Specialisation,,
253317,Intensive Care Medicine Specialist,Alternative Title,,
253317,Intensive Care Specialist,Principal Title,,
253317,Intensivist,Alternative Title,,
232413,Interactive Media Designer,Alternative Title,,
399912,Interior Decorator,Principal Title,,
232511,Interior Designer,Principal Title,,
221214,Internal Auditor,Principal Title,,
591117,Internal Salesperson,Specialisation,,
451612,International Travel Consultant,Specialisation,,
141111,Internet Cafe Manager,Specialisation,,
272412,Interpreter,Principal Title,,
561511,Interviewer,Alternative Title,,
599514,"Invasive Pest, Weed and Disease Inspector",Principal Title,,
591115,Inventory Clerk,Specialisation,,
712916,Inverform Machine Operator,Specialisation,,
551111,Investment Accounting Clerk,Specialisation,,
222199,Investment Broker,Occupation in nec category,,
451511,Iridologist,Specialisation,,
839313,Iron Pellet Tester,Specialisation,,
811513,Ironer or Presser,Principal Title,,
843912,Irrigation Assistant,Principal Title,,
311115,Irrigation Designer,Principal Title,,
843912,Irrigation Orchard Hand,Alternative Title,,
311115,Irrigation Planner,Alternative Title,,
362712,Irrigation Technician,Principal Title,,
843912,Irrigation Worker,Alternative Title,,
135199,IT Service Delivery Manager,Occupation in nec category,,
234611,IVF Embryologist,Specialisation,,
899111,Janitor,Specialisation,,
211214,Jazz Singer,Specialisation,,
399411,Jeweller,Principal Title,,
232313,Jewellery Designer,Principal Title,,
323412,Jigmaker (Metal),Specialisation,,
394213,Jigmaker (Wood),Specialisation,,
452413,Jockey,Principal Title,,
331213,Joiner,Principal Title,,
839413,Joinery Factory Worker,Specialisation,,
212499,Journalists and Other Writers nec,Principal Title,,
271211,Judge,Principal Title,,
271299,Judicial and Other Legal Professionals nec,Principal Title,,
271299,Judicial Registrar,Occupation in nec category,,
712211,Jumbo Operator,Specialisation,,
411716,Juvenile Justice Officer,Specialisation,,
272412,Kai Whakaruruhau (Advisor) (NZ),Specialisation,,
241112,Kaiako Kohanga Reo (Māori Language Nest Teacher),Principal Title,,
241211,Kaiako Kura Kaupapa Māori (Māori-medium Primary School Teacher),Principal Title,,
241411,Kaiako Kura Tuarua (NZ),Specialisation,,
411512,Kaiāwhina (Hauora) (Māori Health Assistant),Principal Title,,
422113,Kaiāwhina Kohanga Reo (Māori Language Nest Assistant),Principal Title,,
422114,Kaiāwhina Kura Kaupapa Māori (Māori-medium School Assistant),Principal Title,,
733111,Kaitaraiwa Taraka (NZ),Specialisation,,
111211,Kaiwhakahaere (NZ),Specialisation,,
132311,Kaiwhakahaere Tumu (NZ),Specialisation,,
399999,Kayak Maker,Occupation in nec category,,
842299,Kelp Harvester,Occupation in nec category,,
361115,Kennel Hand,Principal Title,,
561199,Keno Terminal Operator,Occupation in nec category,,
839913,Kiln Labourer,Specialisation,,
712311,Kiln Operator (Metals),Specialisation,,
422115,Kindergarten Assistant,Specialisation,,
241111,Kindergarten Teacher,Alternative Title,,
451511,Kinesiologist,Specialisation,,
394112,Kitchen Installer,Specialisation,,
851311,Kitchen Steward,Alternative Title,,
851311,Kitchenhand,Principal Title,,
711713,Knitting Machine Operator,Principal Title,,
224999,Knowledge Manager,Occupation in nec category,,
392311,Label Printing Machinist,Specialisation,,
832112,Labelling Machine Operator,Specialisation,,
139913,Laboratory Manager,Principal Title,,
224311,Labour Market Economist,Specialisation,,
899999,Labourers nec,Principal Title,,
821913,Lagger,Principal Title,,
842314,Lamb Marker,Specialisation,,
711514,Lamination Machine Operator,Specialisation,,
263112,LAN Administrator,Specialisation,,
234313,Land Degradation Analyst,Specialisation,,
224511,Land Economist,Principal Title,,
232611,Land Planner,Specialisation,,
234311,Landcare Facilitator,Specialisation,,
234111,Landcare Officer,Specialisation,,
232112,Landscape Architect,Principal Title,,
362711,Landscape Gardener,Principal Title,,
211311,Landscape Photographer,Specialisation,,
249299,Language Tutor (Private Tuition),Occupation in nec category,,
399411,Lapidary,Specialisation,,
253515,Laryngologist,Specialisation,,
839212,Latex Foam Worker,Specialisation,,
149999,Laundromat Operator,Occupation in nec category,,
811511,Laundry Worker (General),Principal Title,,
842299,Lavender Farm Worker,Occupation in nec category,,
599214,Law Clerk,Principal Title,,
843211,Lawn Mower,Specialisation,,
321214,Lawnmower Mechanic,Specialisation,,
212413,Leader Writer,Specialisation,,
441212,Leading Firefighter,Specialisation,,
363211,Leading Hand (Beef Cattle),Alternative Title,,
363117,Leading Hand (Vineyard),Alternative Title,,
211499,Leadlighter,Occupation in nec category,,
899915,Leaflet or Newspaper Deliverer,Principal Title,,
452315,Learn to Swim Instructor,Specialisation,,
222112,Lease Broker,Specialisation,,
393112,Leather Goods Maker,Principal Title,,
711712,Leather Production Machine Operator,Alternative Title,,
224211,Legal Archivist,Specialisation,,
599214,Legal Clerk,Alternative Title,,
599112,Legal Executive,Principal Title,,
224611,Legal Librarian,Specialisation,,
271299,Legal Officer,Occupation in nec category,,
512299,Legal Practice Manager,Occupation in nec category,,
271299,Legal Researcher,Occupation in nec category,,
521212,Legal Secretary,Principal Title,,
111399,Legislators nec,Principal Title,,
552211,Lending Consultant,Alternative Title,,
392311,Letterpress Printing Machinist,Specialisation,,
224912,Liaison Officer,Principal Title,,
224611,Librarian,Principal Title,,
599711,Library Assistant,Principal Title,,
599711,Library Attendant,Alternative Title,,
599711,Library Clerk,Alternative Title,,
399312,Library Technician,Principal Title,,
323112,Licensed Aircraft Maintenance Engineer (Airframes),Specialisation,,
323111,Licensed Aircraft Maintenance Engineer (Electrical),Specialisation,,
323112,Licensed Aircraft Maintenance Engineer (Engines),Specialisation,,
323111,Licensed Aircraft Maintenance Engineer (Instruments),Specialisation,,
323111,Licensed Aircraft Maintenance Engineer (Radio),Specialisation,,
141411,Licensed Club Manager,Principal Title,,
712922,Licensed Weigher,Specialisation,,
271212,Licensing Court Magistrate,Specialisation,,
111212,Lieutenant Colonel (Army),Specialisation,,
111212,Lieutenant General (Army),Specialisation,,
611211,Life Assurance Representative,Specialisation,,
272199,Life Coach,Occupation in nec category,,
311413,Life Science Technical Officer,Alternative Title,,
311413,Life Science Technician,Principal Title,,
234511,Life Scientist (General),Principal Title,,
234599,Life Scientists nec,Principal Title,,
452414,Lifeguard,Principal Title,,
341113,Lift Electrician,Alternative Title,,
341113,Lift Mechanic,Principal Title,,
312611,Lifts and Cranes Inspector,Specialisation,,
832211,Light Coil Winder,Specialisation,,
399513,Light Technician,Principal Title,,
212399,Lighting Director,Occupation in nec category,,
731111,Limousine Driver,Specialisation,,
721912,Linemarker,Principal Title,,
811511,Linen Sorter,Specialisation,,
452322,Linesperson (Sport),Specialisation,,
272499,Linguist,Occupation in nec category,,
223112,Literary Agent,Specialisation,,
392311,Lithographic Printing Machinist,Specialisation,,
842314,Livestock Contractor,Alternative Title,,
842399,Livestock Farm Workers nec,Principal Title,,
121399,Livestock Farmers nec,Principal Title,,
733111,Livestock Haulier,Specialisation,,
842314,Livestock Husbandry Worker,Principal Title,,
222111,Livestock Trader,Specialisation,,
121399,Llama Farmer,Occupation in nec category,,
721216,Loader Operator,Principal Title,,
552211,Loans Consultant,Alternative Title,,
552211,Loans Officer,Alternative Title,,
323211,Locomotive Maintainer,Specialisation,,
224999,Lobbyist,Occupation in nec category,,
111311,Local Government Legislator,Principal Title,,
212399,Location Manager (Film or Television),Occupation in nec category,,
323313,Locksmith,Principal Title,,
731311,Locomotive Driver,Alternative Title,,
599517,Locomotive Inspector,Specialisation,,
731311,Locomotive Observer,Specialisation,,
399112,Loftsman/woman (Marine),Specialisation,,
711314,Log Preparer,Specialisation,,
843112,Logger,Alternative Title,,
843112,Logging Assistant,Principal Title,,
721112,Logging Plant Operator,Principal Title,,
733111,Logging Truck Driver,Specialisation,,
224714,Logistics Analyst,Alternative Title,,
591112,Logistics Clerk,Specialisation,,
133611,Logistics Manager,Specialisation,,
133611,Logistics Officer (Air Force),Specialisation,,
711715,Loom Operator,Alternative Title,,
323215,Loom Tuner,Specialisation,,
621999,Lotteries Agent,Occupation in nec category,,
899916,Lube Attendant,Specialisation,,
711999,Machine Operators nec,Principal Title,,
532112,Machine Shorthand Reporter,Principal Title,,
211113,Magician/Illusionist,Specialisation,,
271212,Magistrate,Principal Title,,
251211,Magnetic Resonance Technologist,Specialisation,,
561411,Mail Clerk,Principal Title,,
561411,Mail Officer,Alternative Title,,
591117,Mail Order Clerk,Specialisation,,
392111,Mailhouse Operator (Aus),Specialisation,,
233513,Maintenance Engineer (Shipbuilding),Specialisation,,
323211,Maintenance Fitter,Specialisation,,
312911,Maintenance Planner,Principal Title,,
312911,Maintenance Scheduler,Alternative Title,,
111212,Major General (Army),Specialisation,,
399514,Make Up Artist,Principal Title,,
262116,Malware Analyst,Specialisation,,
221112,Management Accountant,Principal Title,,
224713,Management Consultant,Principal Title,,
134299,Manager of Allied Health Services,Occupation in nec category,,
111211,Managing Editor,Specialisation,,
451111,Manicurist,Specialisation,,
133411,Manufacturer,Principal Title,,
741111,Manufacturing Storeperson,Specialisation,,
224211,Manuscripts Archivist,Specialisation,,
224912,Māori Liaison Adviser,Specialisation,,
252511,Māori Physiotherapist (NZ),Specialisation,,
711114,Marble Cutter,Specialisation,,
831199,Margarine Maker,Occupation in nec category,,
149999,Marina Manager,Occupation in nec category,,
234516,Marine Biologist,Principal Title,,
712911,Marine Engine Driver,Specialisation,,
231212,Marine Engineer,Alternative Title,,
234411,Marine Geologist,Specialisation,,
231299,Marine Safety Officer,Occupation in nec category,,
441111,Marine Specialist (Army),Specialisation,,
451799,Marine Steward,Occupation in nec category,,
231215,Marine Surveyor,Principal Title,,
231299,Marine Transport Professionals nec,Principal Title,,
121611,Market Gardener (Flowers) (Aus),Specialisation,,
121612,Market Gardener (Fruit) (Aus),Specialisation,,
121616,Market Gardener (Vegetables) (Aus),Specialisation,,
225112,Market Research Analyst,Principal Title,,
561511,Market Research Interviewer,Specialisation,,
131112,Market Research Manager,Specialisation,,
621713,Market Stall Vendor,Specialisation,,
225113,Marketing Consultant,Alternative Title,,
225113,Marketing Coordinator,Alternative Title,,
225113,Marketing Officer,Alternative Title,,
225113,Marketing Specialist,Principal Title,,
452317,Martial Arts Instructor,Specialisation,,
411611,Massage Therapist,Principal Title,,
231211,Master Fisher,Principal Title,,
233112,Materials Engineer,Principal Title,,
621911,Materials Recycler,Principal Title,,
234999,Materials Scientist,Occupation in nec category,,
224112,Mathematician,Principal Title,,
249299,Maths Tutor (Private Tuition),Occupation in nec category,,
393311,Mattress Maker,Specialisation,,
111311,Mayor,Specialisation,,
732111,Meals on Wheels Driver,Specialisation,,
831211,Meat Boner and Slicer,Principal Title,,
839312,Meat Grader,Specialisation,,
311312,Meat Inspector,Principal Title,,
832114,Meat Packer,Principal Title,,
831311,Meat Process Worker,Principal Title,,
311314,Meat Quality Assurance Officer,Specialisation,,
831211,Meat Trimmer,Specialisation,,
323211,Mechanic (Diesel and Heavy Earthmoving Equipment),Specialisation,,
733115,Mechanic Recovery (Army),Specialisation,,
233512,Mechanical Engineer,Principal Title,,
312511,Mechanical Engineering Draftsperson,Principal Title,,
231212,Mechanical Engineering Officer (Navy),Specialisation,,
312512,Mechanical Engineering Technician,Principal Title,,
312512,Mechanical Laboratory Technician,Specialisation,,
899916,Mechanic's Assistant,Principal Title,,
233999,Mechatronics Engineer,Occupation in nec category,,
222111,Media Buyer,Specialisation,,
225311,Media Liaison Officer,Specialisation,,
561999,Media Monitor,Occupation in nec category,,
212112,Media Producer (excluding Video),Principal Title,,
131114,Media Relations Manager,Specialisation,,
134211,Medical Administrator / Medical Superintendent,Principal Title,,
411411,Medical Assistant (Defence),Specialisation,,
251211,Medical Diagnostic Radiographer,Principal Title,,
233913,Medical Engineer,Specialisation,,
234521,Medical Entomologist,Specialisation,,
393114,Medical Grade Shoemaker,Specialisation,,
253917,Medical Imaging Specialist,Specialisation,,
251211,Medical Imaging Technologist,Alternative Title,,
253112,Medical Intern,Specialisation,,
234611,Medical Laboratory Scientist,Principal Title,,
311213,Medical Laboratory Technical Officer,Alternative Title,,
311213,Medical Laboratory Technician,Principal Title,,
134211,Medical Manager,Alternative Title,,
253111,Medical Officer (Navy),Specialisation,,
253314,Medical Oncologist,Principal Title,,
253314,Medical Oncology Physician,Alternative Title,,
234914,Medical Physicist,Specialisation,,
512211,Medical Practice Manager,Specialisation,,
253999,Medical Practitioners nec,Principal Title,,
253411,Medical Psychotherapist,Specialisation,,
251212,Medical Radiation Therapist,Principal Title,,
542114,Medical Receptionist,Principal Title,,
561311,Medical Record Clerk,Specialisation,,
225412,Medical Representative,Specialisation,,
234611,Medical Scientific Officer,Alternative Title,,
311299,Medical Technicians nec,Principal Title,,
111312,Member of Parliament,Principal Title,,
111312,Member of the Legislative Assembly,Specialisation,,
111312,Member of the Legislative Council,Specialisation,,
254416,Mental Retardation Nurse,Alternative Title,,
599311,Mercantile Agent,Alternative Title,,
639211,Merchandise Planner,Specialisation,,
639112,Merchandiser,Alternative Title,,
322114,Metal Casting Trades Worker,Principal Title,,
839111,Metal Engineering Process Worker,Principal Title,,
322311,Metal Fabricator,Principal Title,,
323299,Metal Fitters and Machinists nec,Principal Title,,
839111,Metal Forger's Assistant,Specialisation,,
323214,Metal Machine Setter,Specialisation,,
323214,Metal Machinist (First Class),Principal Title,,
322114,Metal Moulder,Specialisation,,
839111,Metal Moulder's Assistant,Specialisation,,
322115,Metal Polisher,Principal Title,,
839311,Metal Products Viewer,Specialisation,,
712311,Metal Rolling Mill Operator,Specialisation,,
323214,Metal Turner,Specialisation,,
312912,Metallurgical or Materials Technician,Principal Title,,
234912,Metallurgist,Principal Title,,
311412,Meteorological Observer,Specialisation,,
234913,Meteorologist,Principal Title,,
561912,Meter Reader,Principal Title,,
234999,Metrologist,Occupation in nec category,,
234517,Microbiologist,Principal Title,,
399599,Microphone Boom Operator,Occupation in nec category,,
134311,Middle or Intermediate School Principal,Specialisation,,
241311,Middle School Teacher / Intermediate School Teacher,Principal Title,,
254111,Midwife,Principal Title,,
254111,Midwife Practitioner,Specialisation,,
224913,Migration Agent / Immigration Consultant,Principal Title,,
224913,Migration Consultant,Alternative Title,,
139111,Military Police Officer (Air Force) (NZ),Specialisation,,
139111,Military Police Officer (Army),Specialisation,,
139111,Military Police Officer (Navy) (NZ),Specialisation,,
839312,Milk and Cream Grader,Specialisation,,
831114,Milk Processing Worker,Specialisation,,
733114,Milk Tanker Driver,Specialisation,,
831114,Milk Treater,Specialisation,,
621711,Milk Vendor,Specialisation,,
393299,Milliner,Occupation in nec category,,
323214,Milling Machinist,Specialisation,,
211111,Mime Artist,Specialisation,,
312913,Mine Deputy,Principal Title,,
133513,Mine Manager,Alternative Title,,
133513,Mine Superintendent,Alternative Title,,
232212,Mine Surveyor,Specialisation,,
712212,Miner,Principal Title,,
224311,Mineral Economist,Specialisation,,
821914,Mineral Ore Processing Labourer,Alternative Title,,
312611,Mines Inspector,Specialisation,,
731211,Minibus Driver,Specialisation,,
711411,Minilab Operator,Specialisation,,
312914,Mining Detail Draftsperson,Specialisation,,
233611,Mining Engineer (excluding Petroleum),Principal Title,,
233914,Mining Engineering Technologist,Specialisation,,
712212,Mining Plant Operator,Alternative Title,,
821914,Mining Support Worker,Principal Title,,
312913,Mining Technician,Specialisation,,
272211,Minister of Religion,Principal Title,,
121323,Mixed Cattle and Sheep Farm Manager,Alternative Title,,
121323,Mixed Cattle and Sheep Farmer,Principal Title,,
842499,Mixed Production Farm Workers nec,Principal Title,,
121799,Mixed Production Farmers nec,Principal Title,,
442217,Mobile Patrol Officer,Specialisation,,
621211,Mobile Phone Salesperson,Specialisation,,
721999,Mobile Plant Operators nec,Principal Title,,
639111,Model,Principal Title,,
234514,Molecular Biologist,Specialisation,,
234514,Molecular Geneticist,Specialisation,,
552313,Money Market Clerk,Principal Title,,
222211,Money Market Dealer,Alternative Title,,
272211,Monk,Specialisation,,
331112,Monumental Stonemason,Specialisation,,
222112,Mortgage Broker,Specialisation,,
451311,Mortician,Alternative Title,,
311299,Mortuary Technician,Occupation in nec category,,
411412,Mothercraft Nurse,Principal Title,,
711912,Motion Picture Projectionist,Principal Title,,
211199,Motivational Speaker,Occupation in nec category,,
321211,Motor Mechanic (General),Principal Title,,
599513,Motor Vehicle Licence Examiner,Principal Title,,
621311,Motor Vehicle or Caravan Salesperson,Principal Title,,
899411,Motor Vehicle Parts and Accessories Fitter (General),Principal Title,,
621312,Motor Vehicle Parts Interpreter / Automotive Parts Salesperson,Principal Title,,
621311,Motor Vehicle Salesperson,Alternative Title,,
561211,Motorbike Courier,Specialisation,,
321213,Motorcycle Mechanic,Principal Title,,
451211,Motorcycle Riding Instructor,Specialisation,,
452214,Mountain or Glacier Guide,Principal Title,,
441312,Mounted Police Officer,Specialisation,,
233612,Mud Engineer,Specialisation,,
